Amount,Date,ScenarioName,DepartmentGroupName,ParentOrganizationKey,OrganizationName,CurrencyKey
159.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
159.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
220.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northeast Division,100
100.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northeast Division,100
115.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
836.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
750.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northeast Division,100
380.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northeast Division,100
324.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
92.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
100.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northeast Division,100
380.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northeast Division,100
349.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
216.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
280.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northeast Division,100
30.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northeast Division,100
21.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
74.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
90.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northeast Division,100
80.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northeast Division,100
63.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
59.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
80.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northeast Division,100
380.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northeast Division,100
315.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
123.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
189.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
-151.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
252.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
7822.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
7.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
229.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
45000.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
190900.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northeast Division,100
159092.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northeast Division,100
209423.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
185123.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
6467.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
3702.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
29712.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
17216.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
39246.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
13720.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
43720.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
14131.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
51717.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
11652.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
4860.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
25636.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
19810.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
202056.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
49815.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
30816.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
23976.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
12181.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
89736.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
79921.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
36754.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
49815.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
28910.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
52899.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
12108.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
5940.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
5000.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
480.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
535.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
535.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
380.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
90.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
111.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
101.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
80.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
40.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
51.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
38.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
30.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
11.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
15.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
30.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
80.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
68.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
111.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
100.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
60.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
78.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
140.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
100.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
40.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
46.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
159.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
100.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
90.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
98.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
10.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
10.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
30.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
35.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
31.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
30.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
20.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
28.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
135.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
100.0,2005-09-01 00:00:00,Budget,Sales and Marketing,14.0,Northeast Division,100
60.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
92.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
-74.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
123.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
58.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
3.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
20028.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northeast Division,100
42680.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
40900.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
4000.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
3414.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
4268.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
3600.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
850.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
946.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
860.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
750.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
380.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
429.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
319.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
280.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
95.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
55.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
110.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
500.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
557.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
281.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
280.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
550.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
599.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
1079.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
950.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
280.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
303.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
1258.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
1000.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
650.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
779.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
82.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
70.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
200.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
285.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
257.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
200.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
200.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
228.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
990.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
850.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
251.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
386.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
-309.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
514.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
115.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
11.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
36058.0,2005-09-01 00:00:00,Actual,Executive General and Administration,14.0,Northwest Division,100
3969.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
3400.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
63500.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
39667.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
3308.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
4000.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
24240.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
22700.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
2000.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
2666.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
1454.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
1600.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
6200.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
4962.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
336.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
380.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
380.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
305.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
156.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
200.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
100.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
120.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
34.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
36.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
70.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
380.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
297.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
234.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
300.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
200.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
187.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
1050.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
1500.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
550.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
518.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
172.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
200.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
650.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
655.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
405.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
380.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
50.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
42.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
147.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
100.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
100.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
130.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
118.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
100.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
550.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
540.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
127.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
196.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
-157.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
261.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
2612.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
6.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
77.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
63000.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
109200.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
99243.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
127791.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
262000.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
8692.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
5240.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
37335.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
27510.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
57640.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
10976.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
34976.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
10097.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
48307.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
9321.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
3888.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
17920.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
18460.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
160116.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
46269.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
23636.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
22803.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
17423.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
70293.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
72013.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
25627.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
40326.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
26940.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
164474.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
-7522.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
16893.0,2005-09-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
29440.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
31600.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
2700.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
2355.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
1472.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
1900.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
480.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
328.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
298.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
380.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
200.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
160.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
120.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
200.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
33.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
48.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
90.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
300.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
260.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
157.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
200.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
380.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
360.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
648.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
650.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
200.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
224.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
890.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
850.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
550.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
551.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
57.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
60.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
200.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
200.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
177.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
200.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
200.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
160.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
720.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
750.0,2005-09-01 00:00:00,Budget,Corporate,14.0,Central Division,100
173.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
266.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
-213.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
355.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
243.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
8.0,2005-09-01 00:00:00,Actual,Corporate,14.0,Central Division,100
53683.0,2005-09-01 00:00:00,Actual,Executive General and Administration,14.0,Central Division,100
13562.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
19000.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
71400.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
71398.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
5650.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
5100.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
34240.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
26400.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
2600.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
4108.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
2054.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
1800.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
8700.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
6781.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
400.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
380.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
380.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
364.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
192.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
200.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
200.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
144.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
40.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
40.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
70.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
280.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
339.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
291.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
300.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
200.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
180.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
1650.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
1700.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
550.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
676.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
224.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
200.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
650.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
890.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
551.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
480.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
40.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
57.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
200.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
200.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
100.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
179.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
160.0,2005-09-01 00:00:00,Actual,Research and Development,14.0,Central Division,100
100.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
550.0,2005-09-01 00:00:00,Budget,Research and Development,14.0,Central Division,100
